c formula: 49917 vars, 74922 hard, 518 soft
c cost: 1; core sz: 147; soft sz: 372
c cost: 2; core sz: 50; soft sz: 324
c cost: 3; core sz: 2; soft sz: 325
c cost: 4; core sz: 14; soft sz: 314
c cost: 5; core sz: 3; soft sz: 315
c cost: 6; core sz: 4; soft sz: 316
c cost: 7; core sz: 110; soft sz: 207
c cost: 8; core sz: 38; soft sz: 171
c cost: 9; core sz: 2; soft sz: 172
